,respondent_id,h1n1_vaccine,seasonal_vaccine
0,26707,0.02458814475147625,0.38158050976062485
1,26708,4.442712560852967e-06,7.059822805567032e-08
2,26709,0.9562552355043783,0.9914900256183249
3,26710,0.39344294793020546,0.9599959192822972
4,26711,0.9967151593439875,0.9954962067522326
5,26712,0.9646566506136904,0.9977279490140076
6,26713,0.5752494943273481,0.9376468029736046
7,26714,0.01077348206332243,0.15779285523842052
8,26715,0.0006112600862909474,0.02606574374116527
9,26716,0.10016034527817222,0.8631320663826283
10,26717,0.022113208227436038,0.21589739961104257
11,26718,0.04132328750583601,0.45819828091291936
12,26719,0.7913737773439204,0.9976325966236738
13,26720,0.015833230298083607,0.16678105684130032
14,26721,0.2911802142960207,0.0006934686519424889
15,26722,0.0005006768149968383,0.005522122114007827
16,26723,0.945737783875655,0.9967831311136284
17,26724,0.004867264667028692,0.1368758573912247
18,26725,0.00690540239126207,0.03953809855375073
19,26726,0.016166478480001047,0.08950249446025042
20,26727,0.9110284455295712,0.9390679901607328
21,26728,0.0974670953300413,0.5500528713279462
22,26729,0.02246816544767191,0.5256341544493136
23,26730,0.02916765539647957,0.5819026358151667
24,26731,9.198659732932829e-06,0.0005550369707250199
25,26732,8.000661142886512e-05,0.0004671049459372952
26,26733,0.9996103076404241,0.9999442308570985
27,26734,0.9979972495643513,0.998980256826364
28,26735,0.007872224491469371,0.06904344797479092
29,26736,0.029189737208399544,0.4182294196129159
30,26737,0.00021276210969172908,0.002086550288269235
31,26738,0.9992941313638506,0.9997528530423354
32,26739,0.0013097690228421272,0.016720331974882024
33,26740,0.0015769794160126825,0.004688834244086681
34,26741,0.18331648894157138,0.9538362667107102
35,26742,0.03507013112320458,0.5277796010176966
36,26743,0.00019909677560923152,0.04468893668563082
37,26744,0.0662404139718687,0.867721513703861
38,26745,0.09415332171152187,0.9285854783238028
39,26746,0.034899304114573176,0.34531679712155133
40,26747,0.018128289737293374,0.3807049879735749
41,26748,0.029312573142767282,0.059906993230646896
42,26749,0.05902830128960698,0.8092894228404715
43,26750,0.9861474837724997,0.9993783428666247
44,26751,0.9058263606295288,0.9716743174768827
45,26752,5.0425741677997825e-05,0.00014803115148071455
46,26753,0.9684478615787909,0.9967909915869547
47,26754,0.1672170970627949,0.7971131725509525
48,26755,0.00017377409648321516,0.004857422458434296
49,26756,3.242382327611357e-06,0.00012963241255962117
50,26757,0.9036137704244349,0.993924781424845
51,26758,0.9999902082573575,0.9999206764479741
52,26759,0.0001075792773983444,0.002989871574928343
53,26760,2.6460615650021805e-06,6.666964218288081e-05
54,26761,0.17857672960021076,0.9210164815398781
55,26762,0.01926080134116737,0.4789827958458291
56,26763,0.9998928039299588,0.9999965631694727
57,26764,0.9998925368380596,0.9999833385453972
58,26765,0.00012054882125543554,0.05203555107224226
59,26766,0.019413911459183114,0.2092495013326199
60,26767,0.9999549896001011,0.9998443897782866
61,26768,0.11388824054068175,0.7315709207493458
62,26769,0.019543855394828977,0.21520586806621522
63,26770,0.27753165932789564,0.8239122893277576
64,26771,0.0018126744101425265,0.013201596280753902
65,26772,0.008892339327063197,0.17941067412944547
66,26773,0.014287829495756075,0.531864731998697
67,26774,0.002978986035402214,0.1891529792371206
68,26775,0.04622223404535523,0.4202890701994831
69,26776,0.6003222392196736,0.6455152108065139
70,26777,0.4904158580144755,0.994057816430651
71,26778,0.0005660002449303356,2.6693913936040122e-06
72,26779,0.08969379064357642,0.7881421711198481
73,26780,0.8143821322109583,0.998217716991634
74,26781,0.000122584669407206,0.019202715753602342
75,26782,0.014118321433091338,0.5244796713058248
76,26783,0.011111215092065758,0.2560062080722394
77,26784,0.7952911897258829,0.9907571704853696
78,26785,0.6748364070441398,0.9799859083054269
79,26786,0.02933283364689892,0.1807691173827516
80,26787,0.3742908118337241,0.8883943482626545
81,26788,0.47058898977722174,0.9897704799687038
82,26789,0.0003715038409708315,0.02556941714676833
83,26790,0.0027426061022269256,0.08047095137133205
84,26791,5.0692996428803667e-05,1.605593830484274e-06
85,26792,0.21361741037010934,0.9450789651584033
86,26793,0.0915750595253272,0.9102910449476173
87,26794,0.9997110818143884,0.9998450470571092
88,26795,0.09486189231869084,0.9668384660927832
89,26796,0.0002066601933460571,0.001953356553244666
90,26797,0.5964597865966259,0.9835451714438981
91,26798,0.08439191276415836,0.42886930333077405
92,26799,0.28366394086099933,0.5027450164799397
93,26800,0.12524823782132818,0.9853259424054153
94,26801,0.9665480929461541,0.971201487537073
95,26802,0.0020320997314927456,0.029692437482864795
96,26803,0.018448860757470688,0.07959764415953996
97,26804,9.884813017748201e-05,6.527509765887094e-06
98,26805,1.267799125863681e-05,2.2764008246530995e-07
99,26806,0.11508504816711736,0.9309582635300108
100,26807,0.9996208078056659,0.9999745910080194
101,26808,0.23121297806652677,0.7006266293851289
102,26809,0.8566532625527402,0.00037939265592168485
103,26810,0.00010647064102982483,5.923735269871875e-06
104,26811,0.001975509926503642,0.012015222393647353
105,26812,0.04472964991995157,0.7134675960180089
106,26813,0.08088174971324892,0.4292122754719576
107,26814,0.0014625386908847656,0.09565897320887272
108,26815,0.0007956296684223459,0.020758611777760554
109,26816,0.3670778671019816,0.10479180037868782
110,26817,0.04262582427786777,0.5477705292502327
111,26818,0.10128844542147009,0.5748946525337908
112,26819,0.9999935062261287,0.9989293042522476
113,26820,0.035684247281779165,0.36043036366274145
114,26821,0.040780138572680424,0.5132235246470896
115,26822,0.005998476054096019,0.08314020988346874
116,26823,0.23240022193043308,0.5646963969250172
117,26824,0.02374651124788032,0.8444663660358336
118,26825,0.07180709101512801,0.5693294387792648
119,26826,0.01579197840216966,0.6086522719548069
120,26827,2.8344023107879744e-05,1.060468931066308e-06
121,26828,0.2719927692985674,0.9141489528167248
122,26829,0.9997878479330823,0.9999798990589264
123,26830,0.0026010799135089695,0.13674397271509717
124,26831,0.6156019123985267,0.9780775807589673
125,26832,0.27608779535963524,0.9678830569347553
126,26833,1.2888786093796942e-05,0.01737755192413005
127,26834,0.30956762208244604,0.9731197745543892
128,26835,0.2161430078046971,0.9469606267625422
129,26836,0.6090293971970754,0.9516355150648786
130,26837,2.4178861729518825e-06,5.4721921062845026e-05
131,26838,0.018371541866010543,0.2886843227946516
132,26839,0.996657794378572,0.9984469384440277
133,26840,0.00078553918527885,0.009080434792362226
134,26841,0.534968497207844,0.9804907703452252
135,26842,0.0005756564656152366,0.008496885166827508
136,26843,0.00026156927664187327,2.8936512865502063e-05
137,26844,0.001256582093489125,0.1579603991627478
138,26845,0.0939994492684734,0.9192527605905022
139,26846,0.005361672805605816,0.3820957139384644
140,26847,0.693067116290338,0.94411531819507
141,26848,0.0063784543375997186,0.6197809565079817
142,26849,0.2347945983013128,0.9629975637082988
143,26850,0.9831386378194925,0.1299043413560247
144,26851,2.1776563968254587e-05,0.0005489637727138912
145,26852,9.727653828236655e-05,0.0031492888068425625
146,26853,0.5297887069502228,0.7655175460579092
147,26854,7.619741291316506e-05,0.0005395734612506282
148,26855,0.9914419613433332,0.999272529889481
149,26856,0.011044165205657968,0.019761905577258224
150,26857,0.736842405487062,0.4559348111066208
151,26858,0.13058945009207087,0.7868077963089304
152,26859,0.00430785844690648,0.062289543169439826
153,26860,0.0013866937766434655,0.014618023384694366
154,26861,0.0004829108324132806,0.003357112487007077
155,26862,0.016134386069903795,0.22641854040944237
156,26863,0.10805839847664173,0.536606224157741
157,26864,0.6735980825858051,0.9549002410633413
158,26865,1.079380041240008e-06,4.1586902486085075e-05
159,26866,0.5508820480319648,0.7739885488438678
160,26867,0.0017199941395881282,0.01603060953148674
161,26868,0.9996382907588565,0.9995847597890387
162,26869,0.00275949525006743,0.05043886458668844
163,26870,0.6873703319873161,0.9730331522239596
164,26871,3.701046984400581e-05,0.0006599040637694676
165,26872,0.0002764747549264931,2.8175910360158436e-05
166,26873,0.8198319084924639,0.9981470541626652
167,26874,0.000572118599767388,1.0999749956739524e-05
168,26875,0.987701923698176,0.9995470592724569
169,26876,0.0055965537805356845,0.01598602311207566
170,26877,0.010803896043217374,0.026124794922733043
171,26878,0.0013876676873624241,7.094678051351772e-05
172,26879,3.3771928192814246e-07,6.270678054386035e-06
173,26880,6.369717834366286e-06,1.969663635552103e-07
174,26881,0.00022919826541831762,0.010367404094460743
175,26882,0.0005425391437945813,0.0069441059429908875
176,26883,0.9008722805982801,0.9675868659855705
177,26884,0.9550829878677496,0.8328068619489785
178,26885,0.6935310695141864,0.9911834392578228
179,26886,0.02840715296012856,0.674245783604155
180,26887,0.9975591953320326,0.9967317530044484
181,26888,0.9999539272132725,0.9999949255504923
182,26889,0.0008080244854297749,0.0076838037753867135
183,26890,0.07220538942280649,0.7355351397033784
184,26891,0.4291248726117725,0.8118010191035345
185,26892,0.8352196496262005,0.9954594698496351
186,26893,0.004027932556134591,0.040242361662453326
187,26894,0.15526422769405718,0.5382619049927002
188,26895,0.011587572115054236,0.47457094328630184
189,26896,0.0005026380093974036,0.009771475551303546
190,26897,5.2116934402172e-05,0.0013113076180323703
191,26898,0.9405188784403139,0.9331508709240397
192,26899,0.007185354641027186,0.13762722123793086
193,26900,0.03340271903866488,0.30411170564513057
194,26901,7.562865723907957e-05,0.11404689602360524
195,26902,0.3710663747843266,0.9832164791867825
196,26903,0.11220559810661654,0.00012147011665262036
197,26904,0.0010847536954614531,0.03471222868889845
198,26905,0.992236542207414,0.9963236413756953
199,26906,0.006302641190083394,0.12112594302150226
200,26907,0.00035912082741674346,0.14888020068695412
201,26908,0.0014770022647419604,0.04694175767899252
202,26909,0.0032191527379406585,0.3221110858137259
203,26910,0.07729589510624868,0.31177973793612207
204,26911,0.014324505827149137,0.06275406734576837
205,26912,0.9597637470447933,0.9993791726639649
206,26913,0.9998073909727455,0.9999666425257241
